"incident_county","incident_name","incident_acres_burned","incident_latitude","incident_longitude","incident_type","incident_date_created","incident_dateonly_created","created_year","created_month","incident_date_extinguished","incident_dateonly_extinguished","incident_id"
"San Bernardino","Summit Fire","13","34.369667","-117.335667","Wildfire","2024-06-16 07:19:26-07","2024-06-16","2024","6",NULL,NULL,"e4775796-95cc-45ef-b47a-f07c84169590"
"Merced","Elgin Fire","86","37.097775","-120.635371","Wildfire","2024-06-16 07:53:31-07","2024-06-16","2024","6",NULL,NULL,"df73d9d0-1193-462a-836b-baca046bd399"
"Los Angeles","Max Fire","338","34.67529","-118.27108","Wildfire","2024-06-16 08:46:34-07","2024-06-16","2024","6",NULL,NULL,"b20598f6-8122-4d4f-bb49-1d9657b48916"
"Shasta","Hidden Fire","45","40.72052","-122.23967","Wildfire","2024-06-16 09:33:21-07","2024-06-16","2024","6",NULL,NULL,"cba02f77-7fd1-4870-b4b4-e25a1d30cfe8"
"Riverside","62 Fire","13","33.984079","-116.583039","Wildfire","2024-06-16 10:04:14-07","2024-06-16","2024","6",NULL,NULL,"b1345511-654e-48c2-a117-7c5c3322567e"
"Riverside","Tuscany Fire","126","33.847642","-116.569117","Wildfire","2024-06-17 04:35:11-07","2024-06-17","2024","6",NULL,NULL,"2a44c40f-2777-488e-8830-bdb0c668b0b8"
"Riverside","Slough Fire","33","36.996139","-120.383187","Wildfire","2024-06-17 06:47:02-07","2024-06-17","2024","6",NULL,NULL,"4cc240db-5c8a-4833-a4c6-8757772a858f"
"Madera","Railroad Fire","13","37.010829","-120.056215","Wildfire","2024-06-17 07:05:18-07","2024-06-17","2024","6",NULL,NULL,"a172c94e-6352-456e-b2fd-424844667ec2"
"Colusa","Sites Fire","19195","39.31646","-122.46934","Wildfire","2024-06-17 06:39:25-07","2024-06-17","2024","6",NULL,NULL,"311ac02a-61aa-4a29-980a-998ce071f438"
"Monterey","Coast Fire","15","36.311477","-121.855352","Wildfire","2024-06-17 06:41:22-07","2024-06-17","2024","6",NULL,NULL,"84856109-00eb-410f-b86e-908b8788fbfb"
"Calaveras","Aero Fire","5285","38.031684","-120.684174","Wildfire","2024-06-17 08:23:08-07","2024-06-17","2024","6",NULL,NULL,"ea7c5069-2636-470b-bfba-5aa621fb8a98"
"Merced","Ingomar Fire","12","37.15858","-120.968478","Wildfire","2024-06-17 09:56:57-07","2024-06-17","2024","6",NULL,NULL,"a53fc171-b27f-4475-8968-4789becbf807"
"Tuolumne","Spring Fire","51","37.843349","-120.50804","Wildfire","2024-06-18 12:02:01-07","2024-06-18","2024","6",NULL,NULL,"120b981a-e8e9-45a9-aeee-f1f0d1aa2aaf"
"Lake","Scotts Fire","38","39.118221","-122.984408","Wildfire","2024-06-19 07:08:48-07","2024-06-19","2024","6",NULL,NULL,"2d437393-53dd-43c7-93db-5822d65372b8"
"Merced","Vista Fire","25","36.960029","-120.653749","Wildfire","2024-06-19 10:23:23-07","2024-06-19","2024","6",NULL,NULL,"5892dc0c-3c9e-481e-8be1-580a1f9c8bdc"
"Tulare","Side Fire","137","36.016118","-118.828001","Wildfire","2024-06-19 12:04:38-07","2024-06-19","2024","6",NULL,NULL,"965204c6-995d-41ef-9df8-6e1ffa3f1538"
"Placer","Pfe Fire","15","38.728881","-121.392475","Wildfire","2024-06-20 11:26:58-07","2024-06-20","2024","6",NULL,NULL,"f7853da2-4ea7-4d3d-8dcd-a032f1e68275"
"Madera","Gulch Fire","11","37.313117","-119.791537","Wildfire","2024-06-21 01:44:26-07","2024-06-21","2024","6",NULL,NULL,"c393bae6-7c2f-49e0-8d83-e1bb77d887d7"
"Monterey","Jolon Fire","10","35.87405","-120.835545","Wildfire","2024-06-21 13:00:43-07","2024-06-21","2024","6",NULL,NULL,"dc7cec75-1f29-498e-9139-01644df3b418"
"Fresno","Watts Fire","90","36.91237","-119.419517","Wildfire","2024-06-22 09:22:56-07","2024-06-22","2024","6",NULL,NULL,"912ab9e0-9c07-47c9-8c02-c140d91722ee"
"San Bernardino","Needles Fire","70","34.85092","-114.61131","Wildfire","2024-06-22 09:50:32-07","2024-06-22","2024","6",NULL,NULL,"ad646835-4be4-466a-967e-7c6382f04bf6"
"Riverside","Oak Fire","13","33.653953","-116.927015","Wildfire","2024-06-22 20:29:53-07","2024-06-23","2024","6",NULL,NULL,"7dcfb7b4-7b93-4338-8969-ba1041ab9986"
"Kern","10th Fire","133","34.974609","-118.137537","Wildfire","2024-06-24 07:54:47-07","2024-06-24","2024","6",NULL,NULL,"112e618e-f612-405b-8908-5df603790f77"
"Riverside","Serrano Fire","12","33.89433","-117.55522","Wildfire","2024-06-24 08:43:14-07","2024-06-24","2024","6",NULL,NULL,"1d36aec9-c1bd-4049-a40b-096c6b7dc0b7"
"Fresno","Muscat Fire","142","36.68179","-119.35579","Wildfire","2024-06-24 08:56:24-07","2024-06-24","2024","6",NULL,NULL,"ef627541-e8c5-410d-80b4-d6216e4bbbcb"
"Mariposa","White Fire","52","37.42087","-120.00789","Wildfire","2024-06-24 09:07:29-07","2024-06-24","2024","6",NULL,NULL,"972ad75a-fadc-4018-945d-6f5e8b10db6b"
"San Joaquin","1-2 Fire","215","38.029246","-120.956888","Wildfire","2024-06-24 10:32:38-07","2024-06-24","2024","6",NULL,NULL,"bda3e0c7-b52b-43ca-9459-54fc1a490bc5"
"Butte","Apache Fire","691","39.418598","-121.482631","Wildfire","2024-06-24 12:21:07-07","2024-06-24","2024","6",NULL,NULL,"31a75af9-c850-423f-9a3e-2d8be2bb5f07"
"Mariposa","Bear Fire","19","37.557104","-120.171776","Wildfire","2024-06-24 08:35:50-07","2024-06-24","2024","6",NULL,NULL,"dbcdf92c-2be1-4f61-afa7-e0eae6cec5c3"
"Kern","Lavender Fire","110","35.61181","-119.956633","Wildfire","2024-06-25 08:36:37-07","2024-06-25","2024","6",NULL,NULL,"f4e5e8d4-2398-42c4-ac64-42750dca4e7f"
"Sonoma","Preston Fire","11","38.845861","-123.019703","Wildfire","2024-06-25 09:30:19-07","2024-06-25","2024","6",NULL,NULL,"26f3518d-8978-4220-b98b-42d51c89ef02"
"Fresno","Fresno June Lightning Complex","10616","36.78113","-119.345863","Wildfire","2024-06-24 08:01:00-07","2024-06-24","2024","6",NULL,NULL,"220ed40b-e932-487d-a206-fa99fb194849"
"Fresno","Anchor Fire","12","36.631882","-119.3226","Wildfire","2024-06-25 12:28:04-07","2024-06-25","2024","6",NULL,NULL,"5da0884b-54c9-453c-9e71-54faa8ec0993"
"Kern","Round Fire","300","35.48989","-118.93111","Wildfire","2024-06-25 15:38:03-07","2024-06-25","2024","6",NULL,NULL,"15fecb82-73d1-4cde-b30b-ce5e14cb8cab"
"Stanislaus","Crabtree Fire","54","37.732422","-120.596351","Wildfire","2024-06-25 15:00:46-07","2024-06-25","2024","6",NULL,NULL,"3ad0f5ed-bb4e-4289-bce3-72a1a843ecb9"
"Alameda","Pass Fire","20","37.744764","-121.596245","Wildfire","2024-06-26 02:28:05-07","2024-06-26","2024","6",NULL,NULL,"99c744c7-b28d-48d4-a5ce-55fc82f942d4"
"Los Angeles","Columbia Fire","356","34.72313","-118.325308","Wildfire","2024-06-26 09:04:14-07","2024-06-26","2024","6",NULL,NULL,"9013c77d-b3dc-48c2-8169-5be382acd2e5"
"Modoc","Clear Fire","890","41.884414","-121.239191","Wildfire","2024-06-26 07:52:24-07","2024-06-26","2024","6",NULL,NULL,"fd62ec6c-4c45-4f1e-a6ca-243c424490cd"
"Contra Costa","Empire","250","37.933129","-121.777999","Wildfire","2024-06-26 08:18:57-07","2024-06-26","2024","6",NULL,NULL,"57c216a3-72ab-4647-970a-163b1267b33a"
"San Joaquin","Hollow Fire","210","37.672148","-121.457333","Wildfire","2024-06-27 04:21:36-07","2024-06-27","2024","6",NULL,NULL,"367eee05-f2fb-41ba-ac19-4a4f2a7784e2"
"Shasta","Veterans Fire","85","40.477613","-122.544406","Wildfire","2024-06-27 08:12:07-07","2024-06-27","2024","6",NULL,NULL,"aeec4240-3b0f-44b8-b8be-21da8e9b5acb"
"Mono","Pizona Fire","2160","38.000167","-118.49","Wildfire","2024-06-28 01:31:31-07","2024-06-28","2024","6",NULL,NULL,"26de0e6c-5714-427c-a66b-d82d425f3842"
"Tehama","Spring Fire","100","40.402809","-121.994709","Wildfire","2024-06-28 02:07:20-07","2024-06-28","2024","6",NULL,NULL,"18a08d2e-68bf-46af-84eb-40cdb3e20e87"
"Calaveras","Lime Fire","27","38.197384","-120.80076","Wildfire","2024-06-28 03:45:41-07","2024-06-28","2024","6",NULL,NULL,"b12d1a65-9cf4-4706-af93-bed155dedb27"
"Tuolumne","Sheering Fire","528","38.163167","-119.985167","Wildfire","2024-06-24 12:19:00-07","2024-06-24","2024","6",NULL,NULL,"4d1eb95c-6e27-4af4-9133-d053b8310cbd"
"Stanislaus","Adobe Fire","41","37.422757","-121.36663","Wildfire","2024-06-28 05:18:57-07","2024-06-28","2024","6",NULL,NULL,"c65eb4f5-33c6-4472-90e9-d286270fad66"
"San Luis Obispo","Cotton Fire","202","35.782724","-120.202099","Wildfire","2024-06-28 10:41:31-07","2024-06-28","2024","6",NULL,NULL,"0df347a3-2aa0-463d-bb06-2ecc2f5275c6"
"Fresno","Frazier Fire","11","37.06783","-119.50857","Wildfire","2024-06-28 09:33:01-07","2024-06-28","2024","6",NULL,NULL,"b626b2e7-7816-4152-9515-c8db804022ff"
"Monterey","Lonoak Fire","255","36.21923","-121.08223","Wildfire","2024-06-28 13:42:19-07","2024-06-28","2024","6",NULL,NULL,"d6fdb527-4cdb-47c0-8c60-58bb42dd31e1"
"Riverside","Round Fire","344","33.94343","-117.061943","Wildfire","2024-06-29 05:25:23-07","2024-06-29","2024","6",NULL,NULL,"e9b91c35-173f-4e81-a03a-cd63fac47e5e"
"Alameda","Mines Fire","5","37.520283","-121.5458","Wildfire","2024-06-29 08:31:42-07","2024-06-29","2024","6",NULL,NULL,"537d9c10-45f0-4cef-b936-580e9f08775c"
"Los Angeles","Indigo Fire","22","34.45733","-118.64093","Wildfire","2024-06-30 07:25:35-07","2024-06-30","2024","6",NULL,NULL,"1a69fba3-9511-4978-b8ec-3392d6a64973"
"San Luis Obispo","Brentwood Fire","30","35.279739","-119.95363","Wildfire","2024-06-30 05:23:56-07","2024-06-30","2024","6",NULL,NULL,"3b60ebfe-2fd6-4f0d-9a88-22d1e0c0941a"
"Stanislaus","Canyon Fire","80","37.438803","-121.335653","Wildfire","2024-06-30 06:00:21-07","2024-06-30","2024","6",NULL,NULL,"ca854fbb-92a1-4142-8155-4efd9c0f3906"
"San Diego","Mccain Fire","1595","32.660837","-116.231794","Wildfire","2024-07-01 08:34:44-07","2024-07-01","2024","7",NULL,NULL,"b0bd7da9-58b2-405b-ab35-bfd931bf4a78"
"Lassen","High Desert Fire","10","40.408993","-120.52602","Wildfire","2024-07-01 11:59:26-07","2024-07-01","2024","7",NULL,NULL,"5bc3c8c8-d881-4455-8a7d-93811e70b0d9"
"Napa","Toll Fire","41","38.63744","-122.585297","Wildfire","2024-07-02 02:42:17-07","2024-07-02","2024","7",NULL,NULL,"a0512940-e935-452a-b4a1-bf8e6fbee93a"
"Butte","Thompson Fire","3789","39.53793","-121.5467","Wildfire","2024-07-02 03:51:00-07","2024-07-02","2024","7",NULL,NULL,"dd88859f-53c8-41f4-b697-5e7623f8eeae"
"Shasta","Yolla Fire","19","40.386141","-122.760479","Wildfire","2024-07-02 03:27:27-07","2024-07-02","2024","7",NULL,NULL,"2bce08e5-efea-409f-a8c6-bc8f9254432e"
"Solano","Denverton Fire","25","38.242509","-121.91466","Wildfire","2024-07-02 06:13:39-07","2024-07-02","2024","7",NULL,NULL,"40dd06ef-4937-4646-8950-849397eba75f"
"San Diego","Border 60 Fire","23","32.582559","-116.616755","Wildfire","2024-07-02 07:06:15-07","2024-07-02","2024","7",NULL,NULL,"4190d31c-2571-40cc-9f84-bbc320ff9b62"
"San Benito","Airline Fire","1295","36.65921","-121.22114","Wildfire","2024-07-02 06:56:12-07","2024-07-02","2024","7",NULL,NULL,"ef4e05b7-9ca7-42a0-afbc-2c98accaf08c"
"El Dorado","Moccasin Fire","51","38.63826","-120.774929","Wildfire","2024-07-02 08:40:31-07","2024-07-02","2024","7",NULL,NULL,"b5803b5d-30ac-4638-8be4-b29eb4386d6d"
"Ventura","Sharp Fire","133","34.294625","-118.742209","Wildfire","2024-07-03 06:47:23-07","2024-07-03","2024","7",NULL,NULL,"6aa086da-4175-4eec-88a4-563e410f55a0"
"Kern","Olive Fire","1310","35.612809","-119.9569496","Wildfire","2024-07-03 07:31:29-07","2024-07-03","2024","7",NULL,NULL,"5a0d9121-cb79-420a-bc1b-e0a897674944"
"Kern","Berry Fire","60","35.633333","-118.816667","Wildfire","2024-07-03 07:36:02-07","2024-07-03","2024","7",NULL,NULL,"2e65fe33-1053-4be1-8025-ea4116b7b60b"
"Siskiyou","Shelly Fire","15520","41.465297","-123.057551","Wildfire","2024-07-03 06:35:37-07","2024-07-03","2024","7",NULL,NULL,"798bb0b3-8d70-4d9c-a0b6-094c9013a4da"
"Kern","Orchard Fire","830","35.10995","-118.3970832","Wildfire","2024-07-03 07:28:00-07","2024-07-03","2024","7",NULL,NULL,"3400d0b8-e3e2-40a1-928b-47e56e243937"
"Lake","Adams Fire","16","38.91033","-122.607362","Wildfire","2024-07-03 08:37:03-07","2024-07-03","2024","7",NULL,NULL,"697597c5-38dd-4db4-8f1a-e9d53c56b2e5"
"Placer","Watt Fire","23","38.736113","-121.392532","Wildfire","2024-07-03 08:05:24-07","2024-07-03","2024","7",NULL,NULL,"4d60a968-e916-483c-89b8-ae7991b191a2"
"Shasta","Olinda Fire","98","40.439362","-122.415486","Wildfire","2024-07-03 09:14:41-07","2024-07-03","2024","7",NULL,NULL,"da951cd4-b460-4d36-a4c7-f914f12ac31f"
"Butte","Grubbs Fire","10","39.43511","-121.507399","Wildfire","2024-07-03 10:17:57-07","2024-07-03","2024","7",NULL,NULL,"cfed11d4-8e8e-4d81-b373-f96c756ee12f"
"Sacramento","Slough Fire","11","38.493205","-121.161253","Wildfire","2024-07-03 09:04:30-07","2024-07-03","2024","7",NULL,NULL,"2a21f77a-0db4-4cd9-b1a6-3af4ead89e8d"
"Los Angeles","Adrian Fire","80","34.573279","-118.1935","Wildfire","2024-07-03 12:40:53-07","2024-07-03","2024","7",NULL,NULL,"4a8ced50-3e3d-412e-87cf-37ee5045ddeb"
"Stanislaus","Grande Fire","323","37.46973","-121.23728","Wildfire","2024-07-03 19:57:20-07","2024-07-04","2024","7",NULL,NULL,"263df749-7279-4200-9c93-b36eb00526c7"
"Riverside","Sotelo Fire","17","33.72325","-117.23049","Wildfire","2024-07-04 05:09:40-07","2024-07-04","2024","7",NULL,NULL,"22d0590d-60a8-488c-9ca9-605e686473a5"
"Tehama","Deer Fire","32","40.2003","-122.30328","Wildfire","2024-07-04 07:41:20-07","2024-07-04","2024","7",NULL,NULL,"b60b3089-a801-462b-a3de-3ded5f8c72ea"
"Kern","Highway Fire ","75","35.25322","-119.2071","Wildfire","2024-07-04 09:09:02-07","2024-07-04","2024","7",NULL,NULL,"289f036a-eb92-4ae2-9d1a-0356a259dfda"
"Sacramento","Meiss Fire","18","38.483838","-121.074404","Wildfire","2024-07-04 10:20:00-07","2024-07-04","2024","7",NULL,NULL,"12b846f3-b12a-477c-acb0-14a93a94412e"
"Mariposa","French Fire","908","37.50959","-119.9771","Wildfire","2024-07-04 11:33:00-07","2024-07-04","2024","7",NULL,NULL,"a96e7558-807f-481e-a8c5-ddadc9829be7"
"Riverside","Nason Fire","65","33.928252","-117.191529","Wildfire","2024-07-04 12:03:39-07","2024-07-04","2024","7",NULL,NULL,"bb10e33a-6f40-44f4-875b-1f87694e87a7"
"Butte","Lumpkin Fire","8","39.54992","-121.35037","Wildfire","2024-07-04 14:15:00-07","2024-07-04","2024","7",NULL,NULL,"94cb3aa5-ae82-4b57-8b25-b59309da9f23"
"Madera","Rd 18.75 / Ave 24 Fire","10","37.09824","-120.206748","Wildfire","2024-07-04 15:57:53-07","2024-07-04","2024","7",NULL,NULL,"3dddbc43-507f-4b3f-ace9-14342e2ea5af"
"Madera","Storey Fire","10","36.974414","-120.032252","Wildfire","2024-07-04 15:33:48-07","2024-07-04","2024","7",NULL,NULL,"e829b726-f797-435e-85d5-fd2b4fa5b2cd"
"Merced","Paloma Fire","14","37.396908","-120.460411","Wildfire","2024-07-04 17:21:19-07","2024-07-05","2024","7",NULL,NULL,"c850a914-f9f2-4e3f-9605-45c3c871ac93"
"Shasta","Dersch Fire","57","40.494374","-122.04948","Wildfire","2024-07-05 03:52:26-07","2024-07-05","2024","7",NULL,NULL,"81fa266f-2ad8-4826-a316-faf872deae23"
"Riverside","Hills Fire","71","33.757944","-117.113903","Wildfire","2024-07-05 07:14:27-07","2024-07-05","2024","7",NULL,NULL,"2a35910f-6546-4f86-9314-846774ae7776"
"Kings","York Fire","60","35.82553","-120.05765","Wildfire","2024-07-05 06:19:40-07","2024-07-05","2024","7",NULL,NULL,"bd450df3-28c4-497b-aa53-6bb4cf72c9ca"
"Los Angeles","Plenty Fire","77","34.4792756","-118.506107","Wildfire","2024-07-05 10:22:34-07","2024-07-05","2024","7",NULL,NULL,"a34d2d90-9bc3-4d2c-bf8f-66b01d3792c3"
"Ventura","Rancho Fire","14","34.173631","-118.853661","Wildfire","2024-07-05 10:47:00-07","2024-07-05","2024","7",NULL,NULL,"1fee6b10-8868-412b-973d-9af87fd96c06"
"Tehama","Vestal Fire","19","40.200879","-122.539089","Wildfire","2024-07-05 10:27:36-07","2024-07-05","2024","7",NULL,NULL,"2b097232-3f87-4cf3-85de-169a64cddc14"
"Sonoma","Pocket Fire","11","38.742834","-122.907373","Wildfire","2024-07-06 04:19:05-07","2024-07-06","2024","7",NULL,NULL,"5c70cc79-8ef5-4306-97fa-74093ab5bd89"
"El Dorado","Pay Fire","77","38.7231","-120.7549","Wildfire","2024-07-06 07:08:27-07","2024-07-06","2024","7",NULL,NULL,"e99e51fc-7eb4-40eb-82a0-22bc6989543f"
"San Bernardino","Cahuilla Fire","75","34.5444065","-117.131163","Wildfire","2024-07-06 08:57:23-07","2024-07-06","2024","7",NULL,NULL,"b7ae358d-2766-4f99-a677-f231fae07dd8"
"Riverside","Top Fire","49","33.964275","-117.3048","Wildfire","2024-07-06 09:33:52-07","2024-07-06","2024","7",NULL,NULL,"4377f847-6f0f-470b-8319-4cafd43eb902"
"Mariposa","Granite Fire","55","37.7133123","-120.325444","Wildfire","2024-07-06 09:57:37-07","2024-07-06","2024","7",NULL,NULL,"47d84716-507a-4630-af90-8ecdf542bc9d"
"Ventura","View Fire","14","34.19518","-118.90918","Wildfire","2024-07-06 07:02:00-07","2024-07-06","2024","7",NULL,NULL,"59096d89-7195-4b37-b4cc-6d02ab922848"
"San Bernardino","Blue Water Fire","150","34.169517","-114.276308","Wildfire","2024-07-06 14:18:00-07","2024-07-06","2024","7",NULL,NULL,"c709ed98-7c0b-4b1f-880b-ca435696b8fa"
"San Bernardino","Vista Fire","2936","34.292101","-117.606101","Wildfire","2024-07-07 03:00:38-07","2024-07-07","2024","7",NULL,NULL,"3a6eccd0-40fa-4d68-97fa-e38f93f0458c"
"Riverside","Post Fire","11","33.788907","-117.293584","Wildfire","2024-07-07 06:35:01-07","2024-07-07","2024","7",NULL,NULL,"ac4229e1-c4aa-498e-b407-4c19021a5cee"
"Placer","Royal Fire","215","39.2393","-120.4168","Wildfire","2024-07-07 09:09:49-07","2024-07-07","2024","7",NULL,NULL,"fb03fcdb-e84c-4edd-8457-126b805119f2"
"Merced","Hilldale Fire","10","37.081199","-120.998125","Wildfire","2024-07-07 12:34:34-07","2024-07-07","2024","7",NULL,NULL,"f500704e-ed06-4a63-8ac4-55dc34c688d2"
"Alameda","Tesla Fire","27","37.66504","-121.696665","Wildfire","2024-07-08 04:15:19-07","2024-07-08","2024","7",NULL,NULL,"14837591-2b5d-43c0-bfa9-48d9ed8da226"
"Tulare","Sand Fire","31","36.640352","-119.242623","Wildfire","2024-07-08 07:49:06-07","2024-07-08","2024","7",NULL,NULL,"f030fe29-09cc-4912-91ce-4c47048f6fb4"
"Mendocino","Mina Fire","98","39.970543","-123.38746","Wildfire","2024-07-08 07:04:51-07","2024-07-08","2024","7",NULL,NULL,"d08b8b6b-585b-40c2-9b40-99ec5adf5513"
"San Luis Obispo","Franklin Fire","53","35.591462","-120.645939","Wildfire","2024-07-08 11:10:18-07","2024-07-08","2024","7",NULL,NULL,"50cb3627-a575-44c7-b740-498a14c33a1f"
"Kern","Caliente Fire","60","35.273067","-118.651434","Wildfire","2024-07-08 15:18:24-07","2024-07-08","2024","7",NULL,NULL,"6436e8b1-ccaf-427b-87f1-25334be1ab1a"
"Tulare","Cow 2 Fire","509","36.026333","-118.801528","Wildfire","2024-07-08 19:10:15-07","2024-07-09","2024","7",NULL,NULL,"704f4c46-c67f-4cd6-ad76-1bb893764f0e"
"Santa Clara","Teresa Fire","20","37.201128","-121.736403","Wildfire","2024-07-09 05:33:42-07","2024-07-09","2024","7",NULL,NULL,"8887929d-bf06-47d5-aa8b-c592cbe60134"
"Los Angeles","Todd Fire","35","34.7192091","-118.023431","Wildfire","2024-07-09 08:59:42-07","2024-07-09","2024","7",NULL,NULL,"16fd6b9b-95dd-4fac-a4bb-43af69c55401"
"San Benito","Panoche Fire","93","36.6067","-120.8765","Wildfire","2024-07-09 12:12:11-07","2024-07-09","2024","7",NULL,NULL,"24a84ad7-76f0-4880-94d6-15afe21ba92c"
"Los Angeles","Woodland Fire","20","34.60698","-118.3211","Wildfire","2024-07-10 07:46:39-07","2024-07-10","2024","7",NULL,NULL,"45612673-c1eb-4b45-823c-58ac4cd9bf04"
"Los Angeles","Poppy Fire","87","34.43725","-118.3404","Wildfire","2024-07-10 07:30:50-07","2024-07-10","2024","7",NULL,NULL,"095a04be-5c4f-46bc-a26d-afee87fe3013"
"Humboldt","Point Fire","85","40.11416","-123.7729","Wildfire","2024-07-10 10:46:39-07","2024-07-10","2024","7",NULL,NULL,"fdb9b539-dbfe-4112-98b3-ce893d831e9e"
"Kern","Breckenridge Fire","277","34.400099","-118.783698","Wildfire","2024-07-09 09:17:00-07","2024-07-09","2024","7",NULL,NULL,"c9814313-be52-4d48-a846-266c8b156c38"
"Lassen","Ranch Fire","21","39.803617","-120.03505","Wildfire","2024-07-10 11:20:04-07","2024-07-10","2024","7",NULL,NULL,"7c1116af-a5e8-4a35-95b6-6f46dddb7f7b"
"Butte","Railbridge Fire","130","39.40436","-121.49395","Wildfire","2024-07-11 08:44:34-07","2024-07-11","2024","7",NULL,NULL,"e7249ade-ad19-4caa-a763-a2181e9658f8"
"San Diego","Carrizo 5 Fire","10","32.636552","-116.165773","Wildfire","2024-07-11 04:34:30-07","2024-07-11","2024","7",NULL,NULL,"56f348d1-578a-4495-afa9-045eb8d3181b"
"Riverside","Bluff Fire","50","33.95319","-116.87638","Wildfire","2024-07-12 04:59:04-07","2024-07-12","2024","7",NULL,NULL,"2987a61b-04b5-46f7-9d10-a44a98f2c906"
"Monterey","Ranch Fire","29","35.9001968","-120.433304","Wildfire","2024-07-12 06:17:57-07","2024-07-12","2024","7",NULL,NULL,"1b0ccbca-742f-4831-a196-476252eaf7c1"
"Placer","Athens Fire","260","38.8364594","-121.332377","Wildfire","2024-07-12 06:49:01-07","2024-07-12","2024","7",NULL,NULL,"adb3cd9f-c3bb-45c6-8ee7-7de9728408fb"
"Merced","Indiana Fire","20","37.112938","-120.595644","Wildfire","2024-07-12 07:09:30-07","2024-07-12","2024","7",NULL,NULL,"60b87395-037e-4e90-be9d-00f555a2bf2b"
"Kern","Pilot Fire","50","35.2928626","-119.242617","Wildfire","2024-07-12 10:37:56-07","2024-07-12","2024","7",NULL,NULL,"b1e1dde9-05f4-46c8-b539-dccd6d54dbe5"
"Kern, San Luis Obispo","Hurricane Fire","12703","35.199333","-119.695667","Wildfire","2024-07-13 03:54:01-07","2024-07-13","2024","7",NULL,NULL,"5d90917c-38cf-4ea9-86d6-e3a1d2728b0a"
"San Luis Obispo","Soda Fire","161","35.009077","-119.531779","Wildfire","2024-07-13 02:24:44-07","2024-07-13","2024","7",NULL,NULL,"597e7925-6013-4b71-a67a-ddaeec31b92a"
"Kern","White Fire","5646","34.963024","-118.533425","Wildfire","2024-07-13 04:09:42-07","2024-07-13","2024","7",NULL,NULL,"277af290-74fa-4b77-9f74-58b232a4f098"
"Kern, Tulare","2024 SQF Lightning Complex","33026","35.986772","-118.311422","Wildfire","2024-07-13 05:34:56-07","2024-07-13","2024","7",NULL,NULL,"bddf75c9-e5b6-4b7c-af80-a9f1dd57963b"
"Los Angeles","Minor Fire","50","34.67478","-118.253976","Wildfire","2024-07-13 06:38:54-07","2024-07-13","2024","7",NULL,NULL,"5c4423ff-da1b-4b58-a72b-1fbeb4522da9"
"Kern","Rancho Fire","9950","35.10343","-118.746636","Wildfire","2024-07-13 08:07:27-07","2024-07-13","2024","7",NULL,NULL,"6092d73f-828a-4218-b723-0449fb456861"
"Tulare","Packsaddle Fire","47","35.9273945","-118.429923","Wildfire","2024-07-13 08:27:39-07","2024-07-13","2024","7",NULL,NULL,"61215509-76e2-409a-b3df-71cb588e3387"
"Lassen","Rim Fire","1025","40.90368","-121.160755","Wildfire","2024-07-13 08:31:00-07","2024-07-13","2024","7",NULL,NULL,"0c244aa0-4712-4a7c-93d6-42607825a950"
